activity name,activity code,division,group,class,isic description,activity description,jurisdiction,status
Bookbinding,100445.0,18,181,1812,Service activities related to printing,,Ajman,
Books Printing,100448.0,18,181,1812,Service activities related to printing,,Ajman,
Bowling Club,100461.0,93,931,9312,Activities of sports clubs,,Ajman,
Bread Manufacturing,100474.0,10,107,1071,Manufacture of bakery products,,Ajman,
Break Pads Manufacturing,100466.0,29,293,2930,Manufacture of parts and accessories for motor vehicles,,Ajman,
Bridges Engineering Consultancy,100479.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Ajman,
Brooms and Cleaning Articles Manufacturing,100486.0,32,329,3290,Other manufacturing n.e.c.,,Ajman,
Building & Construction Materials Trading,100488.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,Ajman,
Building & Construction Materials Trading,100488.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,Ajman,
Building & Construction Materials Trading Import & Export,100488.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,Ajman,
Building & Construction Materials Trading Import & Export,100488.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,Ajman,
Building & Construction Materials Trading Import & Export,100488.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,Ajman,
Building Contracting Turnkey Projects Contracting,100492.0,46,461,4610,Wholesale on a fee or contract basis,,Ajman,
Building Hardware & Tools Trading - Import & Export,100496.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,Ajman,
Building Hardware & Tools Trading - Import & Export,100496.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,Ajman,
Building Metal Products Manufacturing,100501.0,25,251,2511,Manufacture of structural metal products,,Ajman,
Building Metal Products Trading,100502.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,Ajman,
Building of Fiber Glass Boats,100503.0,30,301,3012,Building of pleasure and sporting boats,,Ajman,
Building of Wooden Boats,100506.0,30,301,3012,Building of pleasure and sporting boats,,Ajman,
Building Stainless Steel Products Manufacturing,100508.0,25,251,2512,"Manufacture of tanks, reservoirs and containers of metal",,Ajman,
Building Stainless Steel Products Manufacturing,100508.0,25,251,2512,"Manufacture of tanks, reservoirs and containers of metal",,Ajman,
Buildings Cleaning Services,100490.0,81,812,8129,Other building and industrial cleaning activities,,Ajman,
Buses and Trucks Trading - Import & Export,100513.0,45,451,4510,Sale of motor vehicles,,Ajman,
Buses Rental,100515.0,77,771,7710,Renting and leasing of motor vehicles,,Ajman,
Butter Manufacturing,100533.0,10,105,1050,Manufacture of dairy products,,Ajman,
Cable and Wireless Networks Installation and Maintenance,100537.0,43,432,4321,Electrical installation,,Ajman,
Café,100541.0,56,563,5630,Beverage serving activities,,Ajman,
Café,100541.0,56,563,5630,Beverage serving activities,,Ajman,
Cafeteria,100542.0,56,561,5610,Restaurants and mobile food service activities,,Ajman,
Cafeteria,100542.0,56,561,5610,Restaurants and mobile food service activities,,Ajman,
Calculators Manufacturing,100544.0,28,281,2817,Manufacture of office machinery and equipment (except computers and peripheral equipment),,Ajman,
call center,100545.0,82,822,8220,Activities of call centres,,Ajman,
Caps and Headwear Manufacturing,100554.0,14,141,1410,"Manufacture of wearing apparel, except fur apparel",,Ajman,
Car Polishing and Cleaning,100560.0,81,812,8129,Other building and industrial cleaning activities,,Ajman,
Carbon Control Systems Trading,100566.0,46,465,4659,Wholesale of other machinery and equipment,,Ajman,
Carbonated Water Manufacturing,100568.0,11,110,1104,Manufacture of soft drinks; production of mineral waters and other bottled waters,,Ajman,
Cardiopathy Clinic,100571.0,86,862,8620,Medical and dental practice activities,,Ajman,
Cards and Envelops Printing,100572.0,18,181,1811,Printing,,Ajman,
Cards and Envelops Printing,100572.0,18,181,1811,Printing,,Ajman,
Cargo Containers Rental.,100575.0,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,Ajman,
Carpenter shop,100583.0,16,162,1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",,Ajman,
Carpentry & wood Flooring Works,100585.0,16,161,1610,Sawmilling and planing of wood,,Ajman,
Carpets and Textiles Sewing Up,100589.0,13,139,1393,Manufacture of carpets and rugs,,Ajman,
Carpets Manufacturing,100590.0,13,139,1393,Manufacture of carpets and rugs,,Ajman,
Carpets Washing and Cleaning,100587.0,96,960,9601,Washing and (dry-) cleaning of textile and fur products,,Ajman,
Cars Accessories Trading - Import & Export,100592.0,45,453,4530,Sale of motor vehicle parts and accessories,,Ajman,
Cars Accessories Trading - Import & Export,100592.0,45,453,4530,Sale of motor vehicle parts and accessories,,Ajman,
Cars Additional Parts Trading - Import & Export,100592.0,45,453,4530,Sale of motor vehicle parts and accessories,,Ajman,
Cars Additional Parts Trading - Import & Export,100592.0,45,453,4530,Sale of motor vehicle parts and accessories,,Ajman,
Cars Air-conditioners Repair,100593.0,45,452,4520,Maintenance and repair of motor vehicles,,Ajman,
Cars Air-conditioners Repair,100593.0,45,452,4520,Maintenance and repair of motor vehicles,,Ajman,
Cars Batteries Trading - Import & Export,100594.0,45,453,4530,Sale of motor vehicle parts and accessories,,Ajman,
Cars Electricity Repair,100595.0,45,452,4520,Maintenance and repair of motor vehicles,,Ajman,
Cars Electricity Repair .,100595.0,45,452,4520,Maintenance and repair of motor vehicles,,Ajman,
Cars Exhaust Repair,100596.0,45,452,4520,Maintenance and repair of motor vehicles,,Ajman,
Cars Exhaust Repair,100596.0,45,452,4520,Maintenance and repair of motor vehicles,,Ajman,
Cars Multi-specialization Maintenance Workshop,100597.0,45,452,4520,Maintenance and repair of motor vehicles,,Ajman,
Cars Multi-specialization Maintenance Workshop,100597.0,45,452,4520,Maintenance and repair of motor vehicles,,Ajman,
Cars New Spare Parts Trading - Import & Export,100592.0,45,453,4530,Sale of motor vehicle parts and accessories,,Ajman,
Cars New Spare Parts Trading - Import & Export,100592.0,45,453,4530,Sale of motor vehicle parts and accessories,,Ajman,
Cars New Spare Parts Trading - Import & Export,100592.0,45,453,4530,Sale of motor vehicle parts and accessories,,Ajman,
Cars Provision with Corrosion Resistant Materials,100598.0,20,202,2029,Manufacture of other chemical products n.e.c.,,Ajman,
Cars Provision with Corrosion Resistant Materials,100598.0,20,202,2029,Manufacture of other chemical products n.e.c.,,Ajman,
Cars Rental,100561.0,77,771,7710,Renting and leasing of motor vehicles,,Ajman,
Cars Tyres and Outfit Trading - Import & Export,100600.0,45,453,4530,Sale of motor vehicle parts and accessories,,Ajman,
Cars Tyres and Outfit Trading - Import & Export,100600.0,45,453,4530,Sale of motor vehicle parts and accessories,,Ajman,
Cars Used Spare Parts Trading - Import & Export,100601.0,45,453,4530,Sale of motor vehicle parts and accessories,,Ajman,
Cars Used Spare Parts Trading - Import & Export,100601.0,45,453,4530,Sale of motor vehicle parts and accessories,,Ajman,
Carton Boxes and Containers Manufacturing,100602.0,17,170,1702,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,,Ajman,
Carving and Embroidery Works,100604.0,14,141,1410,"Manufacture of wearing apparel, except fur apparel",,Ajman,
Casting of Gold and Precious Non-Ferrous Metals,100607.0,24,242,2420,Manufacture of basic precious and other non-ferrous metals,,Ajman,
Casting Products Manufacturing,100618.0,24,243,2431,Casting of iron and steel,,Ajman,
Cauldrons Manufacturing,100621.0,27,275,2750,Manufacture of domestic appliances,,Ajman,
Cement Products manufacturing,100625.0,23,239,2394,"Manufacture of cement, lime and plaster",,Ajman,
Central Air Conditioner Equipment Manufacturing,100627.0,28,281,2819,Manufacture of other general-purpose machinery,,Ajman,
Central Air Conditioning Manufacturing,100628.0,28,281,2819,Manufacture of other general-purpose machinery,,Ajman,
Central Air-conditioners Maintenance,100629.0,43,432,4322,"Plumbing, heat and air-conditioning installation",,Ajman,
Ceramic Ware Manufacturing,100637.0,23,239,2393,Manufacture of other porcelain and ceramic products,,Ajman,
Cereal Food Manufacturing,100638.0,10,106,1061,Manufacture of grain mill products,,Ajman,
Cereals & Seeds Import & Export,100639.0,46,462,4620,Wholesale of agricultural raw materials and live animals,,Ajman,
Cereals & Seeds Wholesale,100639.0,46,462,4620,Wholesale of agricultural raw materials and live animals,,Ajman,
Chain Manufacturing,100641.0,25,259,2599,Manufacture of other fabricated metal products n.e.c.,,Ajman,
Chalk Manufacturing,100642.0,23,239,2399,Manufacture of other non-metallic mineral products n.e.c.,,Ajman,
Chandeliers Manufacturing,100644.0,27,274,2740,Manufacture of electric lighting equipment,,Ajman,
Cheese Balls Manufacturing,100650.0,10,105,1050,Manufacture of dairy products,,Ajman,
Cheese Manufacturing,100651.0,10,105,1050,Manufacture of dairy products,,Ajman,
Chemical and Biological Analysis Lab,100654.0,71,712,7120,Technical testing and analysis,,Ajman,
Chemical Fertilizers Manufacturing,100657.0,20,201,2012,Manufacture of fertilizers and nitrogen compounds,,Ajman,
Chemical Industries Consultancy,100658.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Ajman,
Chemical Material Storehouse,100659.0,52,521,5210,Warehousing and storage,,Ajman,
Chemicals Blending,100663.0,20,201,2011,Manufacture of basic chemicals,,Ajman,
Children Entertainment Games Hall,100672.0,93,932,9321,Activities of amusement parks and theme parks,,Ajman,
Children Entertainment Games Hall,100672.0,93,932,9321,Activities of amusement parks and theme parks,,Ajman,
Children Underwear Manufacturing,100677.0,14,141,1410,"Manufacture of wearing apparel, except fur apparel",,Ajman,
Children Wears Manufacturing,100678.0,14,141,1410,"Manufacture of wearing apparel, except fur apparel",,Ajman,
Chinese Acupuncture,100681.0,86,869,8690,Other human health activities,,Ajman,
Chlorinated Paraffin Oil Manufacturing,100683.0,20,201,2011,Manufacture of basic chemicals,,Ajman,
Cigarettes and Tobacco and its Products Trading - Import & Export,100686.0,46,463,4630,"Wholesale of food, beverages and tobacco",,Ajman,
Cinema Films Production,100689.0,59,591,5911,"Motion picture, video and television programme production activities",,Ajman,
Cinema Films Production,100689.0,59,591,5911,"Motion picture, video and television programme production activities",,Ajman,
Civil Engineering Consultancy,100695.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Ajman,
Cladding Works,100697.0,43,433,4330,Building completion and finishing,,Ajman,
Claims Analysis Engineering Consultancy,100698.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Ajman,
Cleaning and Polishing Materials Manufacturing,100704.0,20,202,2023,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",,Ajman,
Cloth Hangers and Clips Manufacturing,100715.0,32,329,3290,Other manufacturing n.e.c.,,Ajman,
Cloth Hangers Trading - Import & Export,100716.0,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,Ajman,
Clothes Ironing,100718.0,96,960,9601,Washing and (dry-) cleaning of textile and fur products,,Ajman,
Clothes Washing,100719.0,96,960,9601,Washing and (dry-) cleaning of textile and fur products,,Ajman,
"Clothes, Curtains, Sheets, Blankets and Carpets Dry Cleaning (Steam)",100720.0,96,960,9601,Washing and (dry-) cleaning of textile and fur products,,Ajman,
Cloud Service &Datacenter Providers,100724.0,63,631,6311,"Data processing, hosting and related activities",,Ajman,
Coal Cubes Manufacturing,100729.0,23,239,2399,Manufacture of other non-metallic mineral products n.e.c.,,Ajman,
"Cutting, Coating and Polishing Contact Lenses",100732.0,26,267,2670,Manufacture of optical instruments and photographic equipment,,Ajman,
"Coffee Grinding, Roasting and Packaging",100734.0,10,103,1030,Processing and preserving of fruit and vegetables,,Ajman,
Cold Storage Compartment Manufacturing,100740.0,28,282,2829,Manufacture of other special-purpose machinery,,Ajman,
Colour Separation Services,100758.0,90,900,9000,"Creative, arts and entertainment activities",,Ajman,
Combined office administrative service activities,100761.0,82,821,8211,Combined office administrative service activities,,Ajman,
Combined office administrative service activities,100761.0,82,821,8211,Combined office administrative service activities,,Ajman,
Commercial Brokers,100766.0,46,461,4610,Wholesale on a fee or contract basis,,Ajman,
Commercial Brokers,100766.0,46,461,4610,Wholesale on a fee or contract basis,,Ajman,
"Commercial Enterprises Investment, Institution and Management",100768.0,66,663,6630,Fund management activities,,Ajman,
Commercial Equipment and Professional Machines Renting,100769.0,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,Ajman,
Commercial Information Services,100770.0,70,702,7020,Management consultancy activities,,Ajman,
Commercial Publications Printing,100772.0,58,581,5811,Book publishing,,Ajman,
Commercial Ships Rental,100773.0,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,Ajman,
Communications Engineering Consultancy,100777.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Ajman,
Companies Representation,100780.0,70,701,7010,Activities of head offices,,Ajman,
Composed Industrial Chemicals Manufacturing,100786.0,20,201,2011,Manufacture of basic chemicals,,Ajman,
Comprehensive Architectural Planning Engineering Consultancy,100788.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,Ajman,
Computer consultancy and computer facilities management activities,100792.0,62,620,6202,Computer consultancy and computer facilities management activities,,Ajman,
Computer consultancy and computer facilities management activities,100792.0,62,620,6202,Computer consultancy and computer facilities management activities,,Ajman,
Computer Engineering Consultancy,100795.0,62,620,6202,Computer consultancy and computer facilities management activities,,Ajman,
Computer Equipment Requisites Trading - Import & Export,100796.0,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,Ajman,
Computer Equipment Requisites Trading - Import & Export,100796.0,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,Ajman,
Computer Maintenance and Repairing,100798.0,95,951,9511,Repair of computers and peripheral equipment,,Ajman,
Computer programming activities,100801.0,62,620,6201,Computer programming activities,,Ajman,
Computer programming activities,100801.0,62,620,6201,Computer programming activities,,Ajman,
Computer Software Trading - Import & Export,100806.0,46,465,4651,"Wholesale of computers, computer peripheral equipment and software",,Ajman,
Computer Software Training,100806.0,85,854,8549,Other education n.e.c.,,Ajman,
Computer System Housing Services,100807.0,63,631,6311,"Data processing, hosting and related activities",,Ajman,
Computer Systems and Software Designing,100810.0,62,620,6201,Computer programming activities,,Ajman,
Computer Systems Consultancies,100811.0,62,620,6202,Computer consultancy and computer facilities management activities,,Ajman,
Confectionary & Chocolate Trading,100825.0,46,463,4630,"Wholesale of food, beverages and tobacco",,Ajman,
Confectioneries and Traditional Sweets,100826.0,10,107,1073,"Manufacture of cocoa, chocolate and sugar confectionery",,Ajman,
Confectionery & Chocolate Wholesale,100825.0,46,463,4630,"Wholesale of food, beverages and tobacco",,Ajman,
Confectionery from cocoa and chocolate,100826.0,10,107,1073,"Manufacture of cocoa, chocolate and sugar confectionery",,Ajman,
Conferences and Symposiums Organization and Management,100828.0,82,823,8230,Organization of conventions and trade shows,,Ajman,
Construction Equipment & Machinery Spare Parts Trading  Import & Export ,100839.0,47,477,4773,Other retail sale of new goods in specialized stores,,Ajman,
Construction Plastic Requirements Manufacturing,100848.0,22,222,2220,Manufacture of plastics products,,Ajman,
